titel;artiest;jaar;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
Brick House;The Commodores;1978;0;1483;1516;1581;1671;1744;0;1860;0;1997;1784;1392;1693;0;0;0
Easy;The Commodores;1978;1150;0;996;1574;1324;1284;1667;1543;1782;1549;1742;1497;1608;1431;1857;0
Nightshift;The Commodores;1985;1173;919;688;1124;1144;1053;1492;1652;1464;1351;1712;1654;1689;0;0;0
Sail On;The Commodores;1979;0;0;0;0;1985;1924;0;0;0;0;0;1937;0;0;0;0
Still;The Commodores;1979;0;0;0;0;1791;1746;1636;0;0;0;0;0;0;0;0;0
Calm After The Storm;The Common Linnets;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145
Love Goes On;The Common Linnets;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1317
Don't Leave Me This Way;The Communards;1986;657;853;951;845;1270;1988;1345;1650;1789;1535;1804;1828;1917;1894;1503;1291
'74-'75;The Connells;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;886;1630;0
Breathless;The Corrs;2000;0;0;0;0;0;0;0;0;0;0;1763;1956;0;1876;0;0
Radio;The Corrs;2000;0;0;0;0;470;628;682;1166;1349;935;1666;1970;0;1705;1950;0
Zombie;The Cranberries;1994;0;0;0;0;0;0;0;1040;245;944;308;285;223;241;246;264
Linger;The Cranberries;1993;0;0;0;0;0;0;0;0;901;0;1239;1051;927;1030;946;850
Ode To My Family;The Cranberries;1995;0;0;0;0;0;0;0;0;0;0;1604;0;1450;1318;1374;1497
She Sells Sanctuary;The Cult;1986;0;0;0;0;0;0;0;0;0;0;1914;0;526;332;293;260
A Forest;The Cure;1980;0;44;82;67;61;62;87;85;71;71;68;69;76;42;50;49
Lullaby;The Cure;1989;0;0;0;0;0;0;0;0;0;0;0;0;978;746;662;746
Close To Me;The Cure;1985;0;692;1101;770;758;653;937;839;856;780;1163;1164;1156;954;807;1015
Friday I'm In Love;The Cure;1992;0;0;0;0;0;0;0;0;0;0;0;0;1314;1155;938;1086
Boys Don't Cry;The Cure;1986;0;0;0;0;0;0;0;0;0;0;1146;0;1100;1087;864;1116
In Between Days;The Cure;1985;0;0;0;0;0;0;0;0;0;0;1582;0;1636;1339;1304;1337
The Opera;The Dizzy Man's Band;1975;1423;1049;410;701;1033;745;844;906;1035;858;1326;1340;1546;1885;1605;1754
The Show;The Dizzy Man's Band;1973;1542;1354;1228;1697;1772;1567;1815;1697;1927;1700;0;0;0;0;0;0
Listen To The Music;The Doobie Brothers;1972;385;425;408;361;531;585;477;429;504;471;727;641;821;1170;901;962
Long Train Runnin';The Doobie Brothers;1973;924;1276;991;1278;1125;1049;1205;1351;1562;1289;1459;1367;1598;1637;1481;1608
What A Fool Believes;The Doobie Brothers;1978;773;0;985;1274;1432;1066;1416;1377;1598;1379;1942;1485;1610;1863;1684;1692
China Grove;The Doobie Brothers;1973;1758;1548;1668;0;0;0;0;0;0;0;0;0;0;0;0;0
Riders On The Storm ;The Doors;1971;12;14;12;10;12;16;24;26;33;22;26;27;23;32;30;40
The End;The Doors;1967;0;109;158;122;102;123;145;151;106;127;142;143;113;124;120;152
Light My Fire;The Doors;1967;60;99;129;113;96;126;157;166;218;143;201;222;203;196;229;289
L.A. Woman;The Doors;1971;0;218;0;351;217;321;308;396;315;327;280;299;265;235;239;312
People Are Strange;The Doors;1967;0;0;0;0;0;0;1099;724;739;1158;731;678;517;388;361;501
Touch Me;The Doors;1969;0;940;0;568;691;821;604;705;801;714;767;733;690;728;693;891
Love Her Madly;The Doors;1971;0;658;615;557;630;705;879;1009;1112;849;886;987;854;888;940;1134
Waiting For The Sun;The Doors;1971;500;0;767;0;0;0;0;0;0;0;1217;1176;1215;1259;996;1370
Kissin' In The Back Row Of The Movies;The Drifters;1974;1559;1843;0;0;1949;0;0;0;0;0;0;0;0;0;0;0
Save The Last Dance For Me;The Drifters;1961;1235;1073;1662;0;993;1146;1215;1275;1301;1256;0;0;0;0;0;0
Under The Boardwalk;The Drifters;1964;1711;1641;1884;0;1786;1736;0;0;0;0;0;0;0;0;0;0
Up On The Roof;The Drifters;1962;1965;1996;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Friday On My Mind;The Easybeats;1966;1195;1433;1139;1060;968;1058;1438;1312;1560;1280;1403;1479;1889;1982;1775;0
Hello How Are You;The Easybeats;1968;0;0;1897;1921;0;0;0;0;0;0;0;0;0;0;0;0
On The Wings Of A Nightingale;The Everly Brothers;1984;571;557;187;1058;1030;738;693;754;782;721;1206;1211;1334;0;0;1897
All I Have To Do Is Dream;The Everly Brothers;1958;718;1159;1519;1310;1489;1716;1850;1915;1958;1727;0;0;0;0;0;0
Bye Bye Love;The Everly Brothers;1957;807;1055;0;1538;1523;1444;1609;1550;1625;1566;0;1978;0;1844;0;0
Cathy's Clown;The Everly Brothers;1960;950;1247;0;1547;1502;1737;0;0;1991;0;0;0;0;0;0;0
Claudette;The Everly Brothers;1958;1429;1367;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Crying In The Rain;The Everly Brothers;1962;627;0;1531;1465;1511;1460;1597;1608;1599;1561;0;1940;0;0;0;0
Ebony Eyes;The Everly Brothers;1961;848;912;1406;1484;1216;1442;1394;1218;1311;1295;0;0;0;0;0;0
Let It Be Me;The Everly Brothers;1960;786;0;1882;1887;1590;1623;1559;1394;1386;1498;0;0;0;0;0;0
Wake Up Little Susie;The Everly Brothers;1958;1219;1582;0;1868;1865;0;0;0;0;0;0;0;0;0;0;0
December 1963 (Oh What A Night);The Four Seasons;1976;1349;1624;1523;1974;1862;0;1984;0;1758;1999;0;0;0;0;1702;1510
How To Save A Life;The Fray;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;1767;1213;811
He Ain't Heavy He's My Brother;The Hollies;1969;762;857;355;492;571;565;481;581;624;557;517;576;754;842;670;701
The Air That I Breathe;The Hollies;1974;411;336;404;466;505;571;504;490;620;521;660;669;814;1060;869;906
The Day That Curly Billy Show Down Crazy Sam McGee;The Hollies;1973;1551;936;869;989;1110;1298;1246;1222;0;1589;1193;1470;1880;0;0;1972
Bus Stop;The Hollies;1966;1555;1131;1293;1324;1480;1552;1357;1165;1543;1365;1315;1484;1767;1987;1699;1988
Carrie Anne;The Hollies;1967;0;1924;0;1984;1925;1999;0;0;0;0;0;0;0;0;0;0
King Midas In Reverse;The Hollies;1967;0;1674;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Look Through Any Window;The Hollies;1965;0;1565;0;0;1795;0;0;0;0;0;0;0;0;0;0;0
Man Without A Heart;The Hollies;1970;0;1112;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sorry Suzanne;The Hollies;1969;1814;1798;0;1938;0;0;0;0;0;0;0;0;0;0;0;0
The Baby;The Hollies;1972;0;0;1538;1902;1720;1816;0;0;0;0;0;0;0;0;0;0
Don't You Want Me;The Human League;1982;928;1250;1464;1528;1729;1992;0;0;0;0;0;0;0;0;1908;1786
Can You Feel It;The Jacksons;1981;730;1162;1094;1444;1499;1884;1959;0;0;0;0;0;0;1729;1874;1733
A Town Called Malice;The Jam;1980;0;0;0;0;0;0;0;0;0;0;0;0;0;1067;1248;1230
Human;The Killers;2008;0;0;0;0;0;0;0;0;0;0;754;502;664;400;340;527
Mr. Brightside;The Killers;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1175
Lola;The Kinks;1970;130;85;156;205;181;188;265;227;361;222;242;245;276;424;346;375
Waterloo Sunset;The Kinks;1967;722;772;663;996;738;857;888;750;770;764;830;881;998;909;930;1002
Celluloid Heroes;The Kinks;1973;588;102;0;520;560;605;664;618;638;601;822;993;991;1176;1044;1130
Sunny Afternoon;The Kinks;1966;1030;600;826;884;990;909;1079;877;1239;970;825;1030;1080;1205;1106;1191
You Really Got Me;The Kinks;1964;861;503;1289;1173;1392;1162;1396;1378;1527;1347;1048;1255;1131;1255;1050;1324
Days;The Kinks;1968;885;159;1127;1115;1234;1386;1689;1287;1458;1308;1447;1557;1668;1641;1480;1509
Dedicated Follower Of Fashion;The Kinks;1966;951;587;1240;1587;1435;1379;1482;1412;1609;1431;1318;1538;1833;1953;1746;1925
All Day And All Of The Night;The Kinks;1964;1107;1361;1493;1983;1832;1624;0;1796;1904;1829;1635;1791;1738;1518;1489;0
Come Dancing;The Kinks;1983;0;679;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dandy;The Kinks;1966;0;819;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dead End Street;The Kinks;1966;1436;340;1783;0;1934;1749;1830;1681;0;1915;0;0;0;0;0;0
Mr. Pleasant;The Kinks;1967;0;418;1412;1503;1755;1534;1547;1417;1819;1544;1756;1858;0;0;0;0
Sangri-la;The Kinks;1969;1231;962;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Till The End Of The Day;The Kinks;1965;0;1229;1573;1626;0;1774;0;1902;0;0;0;0;0;0;0;0
Tired Of Waiting For You;The Kinks;1965;1732;1640;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Where Have All The Good Times Gone;The Kinks;1965;0;1954;0;0;0;0;0;0;0;0;0;0;0;0;0;0
She Moves In Her Own Way;The Kooks;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1583
Ho Hey;The Lumineers;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1673;1594
California Dreamin';The Mamas & The Papas;1966;153;135;296;164;123;128;185;168;270;159;155;146;167;183;250;237
Monday Monday;The Mamas & The Papas;1966;673;824;927;857;910;728;830;628;803;727;680;937;838;1226;1291;1038
Dance The Night Away;The Mavericks;1998;896;947;988;776;864;1151;960;1070;1121;1021;1369;1040;1182;1091;1226;1371
I'm A Believer;The Monkees;1966;918;1719;1313;1508;817;755;1256;947;1278;1010;1194;1143;1191;1200;1222;1735
Daydream Believer;The Monkees;1967;1480;1248;906;1233;1150;1315;1472;1427;1682;1404;1268;1329;1497;1488;1306;1819
A Little Bit Me, A Little Bit You;The Monkees;1967;0;1917;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Last Train To Clarksville;The Monkees;1966;1803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nights In White Satin;The Moody Blues;1968;15;25;29;23;28;33;35;23;50;31;42;41;45;65;68;76
Question;The Moody Blues;1970;257;271;165;182;154;223;226;197;311;206;252;292;340;350;391;475
Tuesday Afternoon;The Moody Blues;1968;1007;0;821;404;598;554;616;553;870;621;630;661;777;933;713;842
Boulevard De La Madeleine;The Moody Blues;1966;751;666;576;737;855;764;773;679;885;736;814;1003;1018;929;909;1090
Had To Fall In Love;The Moody Blues;1978;1201;1025;712;680;894;1104;1194;1091;1196;1063;1316;1291;1438;994;992;1123
I'm Just A Singer (In A Rock & Roll Band);The Moody Blues;1973;0;701;777;823;882;944;885;887;1339;950;1051;1132;1382;1196;1096;1240
Go Now;The Moody Blues;1965;900;827;1335;870;845;969;995;1104;1179;1033;1174;1286;1518;1238;1140;1260
The Story In Your Eyes;The Moody Blues;1971;0;0;0;0;0;0;0;1651;0;0;1601;0;1955;1825;1429;1512
Ride My See-Saw;The Moody Blues;1968;0;1465;1389;1762;0;1732;1888;1956;0;1995;0;0;0;0;1767;1880
Airport;The Motors;1978;0;1091;1336;1091;1346;632;950;1102;1536;1083;1558;1605;1732;1389;1618;1991
I'd Like To Teach The World To Sing;The New Seekers;1972;1769;1888;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Can't Make Up My Mind;The New Shining;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;1571;1593;0
Self Esteem;The Offspring;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;937
Pretty Fly (For A White Guy);The Offspring;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1963
Crazy Horses;The Osmonds;1972;939;794;587;755;1004;787;1078;1087;1356;1035;1049;1119;1333;1357;1356;1423
Down By The Lazy River;The Osmonds;1973;0;1431;1633;1749;0;1898;1980;0;0;0;0;0;0;0;0;0
I Think I Love You;The Partridge Familiy;1970;0;1215;1556;1097;1041;1798;1835;1645;0;1817;1820;0;0;0;0;0
Fire;The Pointer Sisters;1979;794;1098;1022;785;953;768;853;557;886;730;1079;1100;1230;1440;1085;1475
I'm So Excited;The Pointer Sisters;1984;0;1108;1150;1130;1333;1248;1465;1397;1693;1412;0;0;0;0;0;0
Roxanne;The Police;1979;88;186;217;221;309;232;391;363;341;303;249;207;210;219;201;287
Every Breath You Take;The Police;1983;99;166;167;184;259;284;434;403;412;340;381;351;345;356;210;330
Message In A Bottle;The Police;1979;322;301;341;410;495;549;756;637;654;590;386;454;387;435;341;437
Every Little Thing She Does Is Magic;The Police;1981;540;606;677;721;643;679;911;989;1136;857;872;822;816;684;550;686
So Lonely;The Police;1979;456;661;575;461;692;686;687;852;736;698;673;713;852;732;691;807
Walking On The Moon;The Police;1979;0;0;0;0;1052;935;1214;1366;1289;1297;1197;1174;1144;1159;890;1035
Don't Stand To Close To Me;The Police;1980;0;0;0;0;0;0;0;1660;1728;0;1417;1465;1466;1451;1290;1565
Can't Stand Losing You;The Police;1979;787;1364;1195;1261;1401;1167;1716;1683;1487;1470;1324;1262;1434;1174;1249;1630
2000 Miles;The Pretenders;1983;1469;1306;1623;1885;0;1914;0;0;0;0;0;0;0;1717;0;0
Back On The Chain Gang;The Pretenders;1982;0;1482;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brass In Pocket;The Pretenders;1980;1342;818;1028;1497;1731;1537;1953;0;0;0;0;0;0;0;0;0
Don't Get Me Wrong;The Pretenders;1986;1432;0;1745;0;0;0;0;0;0;0;0;0;0;0;0;0
Hymn To Her;The Pretenders;1987;1794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I Go To Sleep;The Pretenders;1981;1320;0;0;1579;1483;1858;0;0;0;0;0;0;0;0;0;0
Unchained Melody;The Righteous Brothers;1965;186;377;239;247;163;354;378;328;435;319;406;505;540;655;613;612
You've Lost That Loving Feeling;The Righteous Brothers;1965;586;944;989;797;664;977;1059;1197;1170;1014;1207;1384;1574;1786;1482;1649
Right Next Door;The Robert Cray Band;1987;1051;967;1485;1466;1443;1594;1362;1015;1081;1195;1671;1408;1320;1224;1228;1350
Don't Be Afraid Of The Dark;The Robert Cray Band;1988;0;0;0;0;0;0;1809;1735;0;0;0;0;0;0;0;0
Sympathy For The Devil;The Rolling Stones;1973;29;34;44;28;14;26;38;45;59;38;43;43;46;50;35;37
Gimme Shelter;The Rolling Stones;1969;0;370;512;259;179;240;273;241;224;229;192;189;185;182;112;53
Angie;The Rolling Stones;1973;8;9;22;12;10;13;18;21;45;20;36;35;41;26;46;54
Paint It Black;The Rolling Stones;1966;33;48;62;60;54;54;68;57;107;63;65;63;82;43;49;57
You Can't Always Get What You Want;The Rolling Stones;1969;198;293;266;46;169;199;203;207;288;186;231;229;238;325;196;179
(I Can't Get No) Satisfaction;The Rolling Stones;1965;22;46;102;75;81;82;123;122;164;116;157;181;216;93;225;238
Wild Horses;The Rolling Stones;1971;421;0;0;352;323;397;449;306;571;412;426;413;438;480;402;382
Brown Sugar;The Rolling Stones;1971;351;647;564;517;434;533;590;465;575;508;631;611;624;465;627;669
Waiting On A Friend;The Rolling Stones;1981;0;411;735;373;567;638;673;688;884;659;874;808;834;811;733;679
Jumping Jack Flash;The Rolling Stones;1968;374;314;600;349;414;527;541;495;794;540;717;692;780;673;720;720
Ruby Tuesday;The Rolling Stones;1967;440;335;480;446;375;492;561;525;789;544;609;546;841;838;737;835
Fool To Cry;The Rolling Stones;1976;506;723;574;548;613;611;694;715;1062;716;847;871;874;676;794;854
Honky Tonk Women;The Rolling Stones;1969;470;571;554;362;369;488;560;558;695;532;678;704;649;796;831;856
Miss You;The Rolling Stones;1978;0;597;1048;639;926;820;861;968;1358;956;1259;1077;1107;1006;748;859
Start Me Up;The Rolling Stones;1981;0;969;758;674;897;849;1208;841;1161;933;1092;1114;1120;920;970;878
As Tears Go By;The Rolling Stones;1966;0;1054;0;522;538;667;598;568;692;616;737;729;758;650;883;955
She's A Rainbow;The Rolling Stones;1967;695;802;702;532;634;684;716;776;490;623;743;650;850;742;812;989
Midnight Rambler;The Rolling Stones;1969;765;0;0;924;934;906;1040;853;1191;992;1142;1204;1389;1424;1069;1127
Little Red Rooster;The Rolling Stones;1965;0;756;516;573;546;595;594;729;821;653;851;854;1097;1181;1129;1161
It's All Over Now;The Rolling Stones;1964;414;480;473;390;395;548;527;450;632;498;704;772;903;1065;1181;1325
Lady Jane;The Rolling Stones;1966;494;592;681;571;714;641;644;636;873;667;896;739;973;978;1105;1349
Memory Motel;The Rolling Stones;1976;0;0;0;0;0;1179;1294;1302;1250;1514;1302;980;1312;1220;1454;1469
Time Is On My Side;The Rolling Stones;1965;569;939;976;1000;768;1044;1126;1154;1261;1082;1058;1266;1458;1532;1316;1537
Time Waits For No One;The Rolling Stones;1974;0;1402;0;0;0;0;0;0;0;0;1870;0;1841;1871;1363;1542
Under My Thumb;The Rolling Stones;1966;0;902;893;1205;973;1056;1132;1246;1486;1194;1412;1366;1494;1333;1246;1597
Dead Flowers;The Rolling Stones;1971;0;0;0;0;940;994;0;956;1296;1350;1500;1379;1400;1244;1626;1681
Let's Spend The Night Together;The Rolling Stones;1967;0;759;995;625;979;891;1063;921;1422;1007;1139;1054;1415;1538;1383;1742
The Last Time;The Rolling Stones;1965;520;682;1284;549;786;794;1964;812;991;905;1108;1215;1398;1361;1359;1799
Tumbling Dice;The Rolling Stones;1972;0;1085;0;1404;1544;1720;0;1669;0;1979;0;1936;1969;1841;1774;1855
Beast Of Burden;The Rolling Stones;1978;0;0;0;0;1361;1496;0;1666;0;1988;0;1824;1749;1209;1466;1892
(Get Your Kicks On) Route 66;The Rolling Stones;1964;0;0;0;0;1419;1255;1478;1381;1524;1518;1988;1842;0;0;0;0
19th Nervous Breakdown;The Rolling Stones;1966;0;0;0;0;0;1596;0;1900;0;0;0;0;0;1927;0;0
2.000 Light Years From Home;The Rolling Stones;1967;0;0;0;0;0;0;1468;1317;1561;1799;1840;1905;1822;1727;0;0
Get Off Of My Cloud;The Rolling Stones;1965;0;0;0;0;1424;1527;1847;1686;1996;1761;0;1932;0;1966;0;0
Heart Of Stone;The Rolling Stones;1965;962;0;0;1275;1029;1381;1461;1382;1877;1500;1766;1767;0;1877;0;0
Hot Stuff;The Rolling Stones;1976;0;1498;0;0;0;0;0;0;0;0;0;1922;0;1657;0;0
It's Only Rock 'n Roll;The Rolling Stones;1974;0;1331;0;1381;1376;1597;1797;1745;0;1881;0;0;0;1884;0;0
Long Long While;The Rolling Stones;1966;0;1721;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mother's Little Helper;The Rolling Stones;1966;0;0;0;0;1651;1687;0;1792;0;0;0;0;0;0;0;0
Play With Fire;The Rolling Stones;1965;0;1519;0;0;0;0;0;0;0;0;0;1955;0;0;1930;0
Star Star;The Rolling Stones;1974;0;1634;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Street Fightin' Man;The Rolling Stones;1968;0;0;0;0;0;0;0;1840;0;0;0;0;0;0;0;0
Tell Me;The Rolling Stones;1965;0;1294;0;1196;1396;1538;1552;1371;1535;1484;1901;1873;0;0;0;0
That's How Strong My Love Is;The Rolling Stones;1965;0;0;0;0;0;0;1623;1250;1368;1773;1644;1547;1673;0;0;0
Undercover Of The Night;The Rolling Stones;1983;0;977;0;1785;0;0;0;0;0;0;0;0;0;0;0;0
We Love You;The Rolling Stones;1967;1356;1045;0;1337;1663;1797;1772;1903;0;1928;0;0;0;0;0;0
Talking In Your Sleep;The Romantics;1984;1828;1912;0;0;0;0;0;0;0;0;0;0;0;0;0;0
What I Like About You;The Romantics;1980;1269;1356;1651;1541;1647;1970;0;0;0;0;0;0;0;0;0;0
I Can Do It;The Rubettes;1962;0;1771;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jukebox Jive;The Rubettes;1974;1496;0;0;1854;0;0;0;0;0;0;0;0;0;0;0;0
Sugar Baby Love;The Rubettes;1974;1321;1147;1039;1427;1468;1268;1338;1148;1441;1296;1516;1854;0;0;0;0
You're The Reason Why;The Rubettes;1976;0;1875;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iedereen Is Van De Wereld;The Scene;1991;965;657;703;802;486;769;801;930;1178;818;856;828;877;919;832;165
Blauw;The Scene;1991;567;496;432;347;277;494;545;506;687;496;477;469;578;408;490;222
The Man Who Can't Be Moved;The Script;2008;0;0;0;0;0;0;0;0;0;0;0;0;1746;380;296;254
If You Could See Me Now;The Script;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1828;549
Breakeven;The Script;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;803
For The First Time;The Script;2010;0;0;0;0;0;0;0;0;0;0;0;0;604;805;893;1087
Superheroes;The Script;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1224
Six Degrees of Separation;The Script;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1498;1389
Nothing;The Script;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1859
If You Ever Come Back;The Script;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;1694;1861;0
Hall Of Fame;The Script & will.i.am;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1330;722
Apache;The Shadows;1960;367;532;484;572;258;381;406;387;507;401;433;533;699;646;676;774
36-24-36;The Shadows;1961;1470;0;0;1640;1271;1493;1740;1885;0;1894;0;0;0;0;0;0
Guitar Tango;The Shadows;1962;0;1553;1428;1551;1781;1869;1845;1893;1933;1770;0;0;0;0;0;0
Theme From 'Deer Hunter';The Shadows;1979;992;1355;1423;1715;1804;1697;1699;1777;1995;1732;1614;1868;1743;0;0;0
Wonderful Land;The Shadows;1962;1146;1236;1490;1285;1194;1207;1337;1465;1531;1371;1304;1639;1990;1892;0;0
Tell Me Your Plans;The Shirts;1978;1262;0;1046;1239;1451;1279;1732;1817;0;1833;1949;1681;1762;1691;1676;1969
Osaka;The Shoes;1970;0;0;1540;1812;1413;1629;1379;1641;1635;1586;1624;1784;1297;1472;1919;1725
Na Na Na;The Shoes;1967;1406;1342;1345;1756;1989;1724;1697;1876;1931;1747;0;1912;1800;1832;0;0
There Is A Light That Never Goes Out;The Smiths;1986;0;0;0;0;0;0;0;0;0;0;0;0;0;1607;950;357
A Message To You Rudy;The Specials;1980;0;1650;1560;0;1564;1003;1897;0;0;0;0;1884;1874;1186;1494;1584
Golden Brown;The Stranglers;1982;422;390;452;425;404;382;463;386;430;405;454;467;441;430;335;457
No More Heroes;The Stranglers;1978;0;1185;1137;894;1243;1220;1673;1431;1879;1459;1806;1908;1796;1806;1661;0
The Ballroom Blitz;The Sweet;1973;0;179;0;531;553;645;772;1074;1254;843;1492;1527;1512;0;1565;1814
Fox On The Run;The Sweet;1975;566;194;125;491;497;561;507;837;1429;671;1405;1472;1745;1669;1739;1939
Action;The Sweet;1975;0;361;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Blockbuster;The Sweet;1973;0;289;199;879;653;591;613;1124;1610;832;1787;1652;0;1954;0;0
Funny Funny;The Sweet;1971;1369;0;275;0;1536;1648;1557;0;0;0;0;0;0;0;0;0
Little Willy;The Sweet;1972;0;613;0;0;1525;1688;1739;0;0;0;0;0;0;0;0;0
Love Is Like Oxygen;The Sweet;1978;0;236;0;713;590;649;713;1008;1772;912;1661;1695;1827;0;0;0
Poppa Joe;The Sweet;1972;1038;491;113;1260;915;978;1019;1255;1962;1122;1890;1926;0;0;0;0
The Six Teens;The Sweet;1974;691;192;0;0;0;0;816;1149;1493;1542;1510;1562;1996;0;1997;0
Papa Was A Rolling Stone;The Temptations;1972;301;330;304;296;294;265;236;296;367;285;292;337;305;329;299;318
My Girl;The Temptations;1964;0;0;0;0;0;0;0;0;0;0;1764;1951;1995;0;1581;0
Treat Her Like A Lady;The Temptations;1989;1877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Uncertain Smile;The The;1984;0;396;0;0;0;0;742;814;752;1104;953;1046;945;1160;913;874
Dirty Ol' Man;The Three Degrees;1973;1485;0;1120;1087;1988;1707;1970;1668;0;1902;1974;0;0;0;0;0
The Runner;The Three Degrees;1979;0;1747;0;0;0;0;0;0;0;0;0;0;0;0;0;0
When Will I See You Again;The Three Degrees;1974;1226;1124;1222;0;1347;1598;1771;1467;1438;1531;1759;1861;0;0;0;0
Disco Inferno;The Trammps;1977;1158;1096;944;816;1310;1109;1452;802;1122;1023;904;867;1073;862;710;892
Shout;The Trammps;1975;941;1224;903;913;857;908;985;935;976;924;1250;1012;1196;1202;1280;1345
Zing Went The Strings Of My Heart;The Trammps;1975;1832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Somewhere Between;The Tumbleweeds;1975;0;0;1300;1289;1617;1447;1590;1434;1255;1417;0;0;0;0;0;0
Bitter Sweet Symphony;The Verve;1997;0;0;0;0;0;0;350;242;166;391;164;153;117;84;81;84
The drugs don't work;The Verve;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1612
No Regrets;The Walker Brothers;1976;1036;706;639;851;1083;1031;1067;1248;1292;1136;989;1050;1075;1627;1648;1329
The Sun Ain't Gonna Shine Anymore;The Walker Brothers;1966;692;937;676;886;1017;910;1095;1054;1066;1003;1017;1102;1121;1680;0;1751
The Whole Of The Moon;The Waterboys;1986;0;279;423;299;350;486;397;412;396;394;407;392;382;394;408;349
Seven Nation Army;The White Stripes;2003;0;0;0;0;0;0;0;0;0;0;0;0;1778;249;189;205
Baba O'Riley;The Who;1971;0;401;0;0;0;0;393;288;273;516;148;167;178;137;141;186
Pinball Wizard;The Who;1969;375;445;309;389;419;576;451;577;793;550;383;403;451;415;410;458
See Me Feel Me;The Who;1970;235;243;234;233;226;0;448;433;569;494;402;488;534;498;583;532
